,wage
2141,0.6
2142,0.4
2143,0.04
2144,0.84
2145,0.0
2146,0.0
2147,0.0
2148,0.56
2149,0.0
2150,0.68
2151,0.36
2152,0.0
2153,0.92
2154,0.08
2155,0.36
2156,0.0
2157,0.08
2158,0.16
2159,0.72
2160,0.0
2161,0.16
2162,0.2
2163,0.0
2164,0.0
2165,0.36
2166,0.16
2167,0.8
2168,1.0
2169,0.68
2170,0.28
2171,0.92
2172,0.48
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.04
2178,0.0
2179,0.2
2180,0.2
2181,0.32
2182,0.4
2183,0.88
2184,0.32
2185,0.2
2186,0.52
2187,0.12
2188,0.0
2189,1.0
2190,0.04
2191,0.04
2192,0.04
2193,0.24
2194,0.4
2195,0.48
2196,0.0
2197,0.48
2198,0.0
2199,0.16
2200,0.24
2201,0.0
2202,0.24
2203,0.44
2204,0.0
2205,0.0
2206,0.28
2207,0.0
2208,0.64
2209,0.0
2210,0.36
2211,0.04
2212,0.0
2213,0.0
2214,0.0
2215,0.4
2216,0.96
2217,0.28
2218,0.64
2219,0.24
2220,0.92
2221,0.28
2222,1.0
2223,0.32
2224,0.0
2225,0.36
2226,0.2
2227,0.0
2228,0.0
2229,0.04
2230,0.0
2231,0.0
2232,0.76
2233,0.84
2234,0.0
2235,0.32
2236,0.0
2237,0.04
2238,0.28
2239,0.96
2240,0.76
2241,0.0
2242,0.0
2243,0.56
2244,0.76
2245,0.76
2246,0.52
2247,0.84
2248,0.0
2249,0.24
2250,0.0
2251,0.48
2252,0.0
2253,0.28
2254,0.0
2255,0.0
2256,0.28
2257,0.0
2258,0.08
2259,0.0
2260,0.8
2261,0.0
2262,0.12
2263,0.24
2264,0.0
2265,0.0
2266,0.32
2267,0.96
2268,0.24
2269,0.12
2270,0.4
2271,0.0
2272,0.48
2273,0.36
2274,0.36
2275,1.0
2276,0.0
2277,0.0
2278,0.88
2279,0.4
2280,0.56
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.68
2286,0.32
2287,0.08
2288,0.0
2289,0.12
2290,0.28
2291,0.96
2292,0.0
2293,0.88
2294,0.16
2295,0.0
2296,0.08
2297,0.92
2298,0.68
2299,0.32
2300,0.16
2301,0.24
2302,0.76
2303,0.4
2304,0.72
2305,1.0
2306,0.24
2307,0.32
2308,0.0
2309,0.32
2310,0.88
2311,0.04
2312,0.0
2313,0.44
2314,0.24
2315,0.76
2316,0.96
2317,0.0
2318,0.0
2319,0.0
2320,0.96
2321,0.0
2322,0.24
2323,0.12
2324,0.6
2325,0.0
2326,0.2
2327,0.0
2328,0.16
2329,0.88
2330,0.84
2331,0.08
2332,0.04
2333,0.0
2334,0.92
2335,0.0
2336,0.44
2337,0.16
2338,0.64
2339,0.04
2340,0.52
2341,0.88
2342,0.0
2343,0.84
2344,0.08
2345,0.68
2346,0.16
2347,0.0
2348,0.2
2349,0.16
2350,0.0
2351,0.56
2352,0.12
2353,0.64
2354,0.0
2355,0.92
2356,0.0
2357,0.52
2358,0.0
2359,0.44
2360,0.04
2361,0.0
2362,0.28
2363,0.08
2364,0.0
2365,0.0
2366,0.56
2367,0.12
2368,0.24
2369,0.04
2370,0.16
2371,0.24
2372,0.32
2373,0.44
2374,0.0
2375,0.48
2376,0.0
2377,0.24
2378,0.52
2379,0.04
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.92
2388,0.0
2389,0.0
2390,0.68
2391,0.48
2392,0.44
2393,0.04
2394,0.16
2395,0.6
2396,0.16
2397,0.52
2398,0.0
2399,0.08
2400,0.04
2401,0.2
2402,0.16
2403,0.0
2404,0.48
2405,0.32
2406,0.0
2407,0.4
2408,0.0
2409,0.68
2410,0.04
2411,0.24
2412,0.0
2413,0.0
2414,0.68
2415,0.28
2416,0.16
2417,0.04
2418,0.0
2419,0.12
2420,0.0
2421,0.48
2422,0.0
2423,1.0
2424,0.96
2425,0.6
2426,0.0
2427,0.36
2428,0.52
2429,0.16
2430,0.0
2431,0.12
2432,0.28
2433,0.0
2434,0.4
2435,0.12
2436,0.0
2437,0.84
2438,0.12
2439,0.68
2440,0.0
2441,0.72
2442,0.12
2443,0.0
2444,0.0
2445,0.68
2446,0.0
2447,0.32
2448,0.24
2449,0.08
2450,0.16
2451,0.04
2452,0.0
2453,0.12
2454,0.84
2455,0.08
2456,0.0
2457,0.0
2458,0.04
2459,0.0
2460,0.72
2461,0.08
2462,0.0
2463,0.0
2464,0.4
2465,0.0
2466,0.4
2467,0.2
2468,0.04
2469,0.44
2470,0.84
2471,0.2
2472,0.64
2473,0.0
2474,0.8
2475,0.68
2476,0.28
2477,0.68
2478,0.16
2479,0.08
2480,0.64
2481,0.64
2482,0.0
2483,0.88
2484,0.28
2485,0.0
2486,0.0
2487,0.16
2488,0.16
2489,0.08
2490,0.0
2491,0.92
2492,0.0
2493,0.0
2494,0.08
2495,0.04
2496,0.64
2497,0.08
2498,0.08
2499,0.12
2500,0.04
2501,0.2
2502,0.0
2503,0.16
2504,0.0
2505,0.08
2506,0.2
2507,0.0
2508,0.0
2509,0.84
2510,0.04
2511,0.2
2512,0.28
2513,0.2
2514,0.04
2515,0.12
2516,0.04
2517,0.52
2518,0.0
2519,0.36
2520,0.0
2521,0.4
2522,0.0
2523,0.04
2524,0.52
2525,0.72
2526,0.04
2527,0.0
2528,0.2
2529,0.76
2530,0.44
2531,0.0
2532,0.0
2533,0.28
2534,0.44
2535,0.08
2536,0.12
2537,0.0
2538,0.0
2539,0.04
2540,0.4
2541,0.52
2542,0.0
2543,0.68
2544,0.0
2545,0.68
2546,0.0
2547,0.28
2548,0.08
2549,0.56
2550,0.0
2551,0.0
2552,0.6
2553,0.0
2554,0.08
2555,0.0
2556,0.0
2557,0.0
2558,0.12
2559,0.24
2560,0.16
2561,0.08
2562,0.04
2563,0.96
2564,0.0
2565,0.6
2566,0.32
2567,0.0
2568,0.0
2569,0.08
2570,0.04
2571,0.6
2572,0.68
2573,0.0
2574,1.0
2575,0.12
2576,0.36
2577,0.08
2578,0.08
2579,0.08
2580,0.36
2581,0.72
2582,0.08
2583,0.6
2584,0.08
2585,0.64
2586,0.4
2587,0.04
2588,0.0
2589,0.12
2590,0.04
2591,0.64
2592,0.8
2593,0.24
2594,0.32
2595,0.2
2596,0.32
2597,0.04
2598,0.16
2599,0.52
2600,0.12
2601,0.44
2602,0.0
2603,0.28
2604,0.4
2605,0.0
2606,0.96
2607,0.12
2608,0.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.04
2615,0.56
2616,0.04
2617,0.0
2618,0.8
2619,0.04
2620,0.04
2621,0.48
2622,0.0
2623,0.08
2624,0.0
2625,0.72
2626,0.72
2627,0.08
2628,0.6
2629,0.0
2630,0.36
2631,0.2
2632,0.0
2633,0.12
2634,0.0
2635,0.32
2636,0.0
2637,0.04
2638,0.0
2639,0.2
2640,0.32
2641,0.24
2642,0.0
2643,0.2
2644,0.16
2645,0.16
2646,0.0
2647,0.08
2648,0.24
2649,0.0
2650,0.0
2651,0.04
2652,0.6
2653,0.6
2654,0.04
2655,0.04
2656,0.0
2657,0.04
2658,0.16
2659,0.04
2660,0.4
2661,0.12
2662,0.36
2663,0.28
2664,0.8
2665,0.12
2666,0.08
2667,0.68
2668,0.24
2669,0.56
2670,0.92
2671,0.32
2672,0.04
2673,0.72
2674,0.24
2675,0.04
2676,0.72
2677,0.08
2678,0.04
2679,0.2
2680,0.0
2681,0.16
2682,0.44
2683,0.04
2684,0.0
2685,0.12
2686,0.0
2687,0.0
2688,0.28
2689,0.0
2690,0.52
2691,0.08
2692,0.0
2693,0.0
2694,0.96
2695,0.44
2696,0.16
2697,0.52
2698,0.0
2699,0.4
2700,0.2
2701,0.32
2702,0.36
2703,0.36
2704,0.12
2705,0.16
2706,0.2
2707,0.04
2708,0.92
2709,0.04
2710,0.0
2711,0.4
2712,0.0
2713,0.56
2714,0.04
2715,0.0
2716,0.24
2717,0.4
2718,0.48
2719,0.0
2720,0.92
2721,0.0
2722,0.68
2723,0.0
2724,0.72
2725,0.0
2726,0.0
2727,0.0
2728,0.16
2729,0.2
2730,0.12
2731,0.2
2732,0.36
2733,0.0
2734,0.0
2735,0.0
2736,0.92
2737,0.04
2738,0.28
2739,0.04
2740,0.0
2741,0.04
2742,0.0
2743,0.0
2744,0.68
2745,0.24
2746,0.12
2747,0.28
2748,0.0
2749,0.48
2750,0.68
2751,0.0
2752,0.0
2753,0.04
2754,0.0
2755,0.0
2756,0.0
2757,0.52
2758,0.0
2759,0.0
2760,0.0
2761,0.12
2762,0.68
2763,0.16
2764,0.0
2765,0.04
2766,0.48
2767,0.12
2768,0.88
2769,0.0
2770,0.16
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.84
2777,0.0
2778,0.16
2779,0.36
2780,0.32
2781,0.6
2782,0.04
2783,0.92
2784,0.28
2785,0.0
2786,0.0
2787,0.44
2788,0.0
2789,0.0
2790,0.24
2791,0.48
2792,0.0
2793,0.16
2794,0.56
2795,0.28
2796,0.04
2797,0.04
2798,0.32
2799,0.0
2800,0.0
2801,0.44
2802,0.44
2803,0.0
2804,0.0
2805,0.12
2806,0.04
2807,0.16
2808,0.0
2809,0.6
2810,0.0
2811,0.04
2812,0.68
2813,0.0
2814,0.08
2815,0.72
2816,0.48
2817,0.44
2818,0.6
2819,0.24
2820,0.0
2821,0.0
2822,0.28
2823,0.0
2824,0.04
2825,0.4
2826,0.44
2827,0.04
2828,0.64
2829,0.4
2830,0.16
2831,0.12
2832,0.2
2833,0.68
2834,0.0
2835,0.0
2836,0.0
2837,0.04
2838,0.12
2839,0.16
2840,0.28
2841,0.2
2842,0.24
2843,0.12
2844,0.0
2845,0.0
2846,0.36
2847,0.28
2848,0.0
2849,0.2
2850,0.04
2851,0.88
2852,0.0
2853,0.16
2854,0.04
2855,0.04
2856,0.12
2857,0.04
2858,0.32
2859,0.4
2860,0.28
2861,0.16
2862,0.52
2863,0.04
2864,0.08
2865,0.0
2866,0.0
2867,0.0
2868,0.04
2869,0.0
2870,0.24
2871,0.28
2872,0.08
2873,0.24
2874,0.04
2875,0.16
2876,0.48
2877,0.0
2878,0.12
2879,0.0
2880,0.68
2881,0.0
2882,0.0
2883,0.56
2884,0.0
2885,0.28
2886,0.0
2887,0.0
2888,0.0
2889,0.2
2890,0.48
2891,0.0
2892,0.56
2893,0.0
2894,0.88
2895,0.0
2896,0.0
2897,0.48
2898,0.0
2899,0.08
2900,0.0
2901,0.6
2902,0.0
2903,0.4
2904,0.44
2905,0.36
2906,0.72
2907,0.36
2908,0.2
2909,0.0
2910,0.24
2911,0.28
2912,0.68
2913,0.32
2914,0.28
2915,0.0
2916,0.88
2917,0.6
2918,0.12
2919,0.08
2920,0.0
2921,0.0
2922,0.64
2923,0.0
2924,0.2
2925,0.0
2926,0.88
2927,0.0
2928,0.0
2929,0.96
2930,0.52
2931,0.0
2932,0.2
2933,0.36
2934,0.0
2935,0.16
2936,0.04
2937,0.32
2938,0.0
2939,0.0
2940,0.0
2941,0.0
2942,0.16
2943,0.4
2944,0.4
2945,0.64
2946,0.12
2947,0.12
2948,0.0
2949,0.36
2950,0.28
2951,0.92
2952,0.0
2953,0.96
2954,0.32
2955,0.48
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.2
2962,0.12
2963,0.52
2964,0.56
2965,0.0
2966,0.56
2967,0.2
2968,0.0
2969,0.4
2970,0.04
2971,0.0
2972,0.88
2973,0.0
2974,0.24
2975,0.56
2976,0.08
2977,0.0
2978,0.0
2979,0.0
2980,0.08
2981,0.0
2982,0.04
2983,0.0
2984,0.12
2985,0.68
2986,0.0
2987,0.88
2988,0.44
2989,0.4
2990,0.24
2991,0.12
2992,0.2
2993,0.08
2994,0.04
2995,0.08
2996,0.28
2997,0.0
2998,0.52
2999,0.0
3000,0.28
3001,0.88
3002,0.0
3003,0.0
3004,0.16
3005,0.04
3006,0.04
3007,0.36
3008,0.36
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.4
3014,0.0
3015,0.0
3016,0.2
3017,0.52
3018,0.28
3019,0.44
3020,0.0
3021,0.96
3022,0.0
3023,0.32
3024,0.72
3025,0.0
3026,0.08
3027,0.64
3028,0.32
3029,0.24
3030,0.56
3031,0.24
3032,0.12
3033,0.12
3034,0.12
3035,0.08
3036,0.08
3037,0.04
3038,0.08
3039,0.04
3040,0.96
3041,0.04
3042,0.0
3043,0.16
3044,0.12
3045,0.6
3046,0.08
3047,0.68
3048,0.84
3049,0.08
3050,0.0
3051,0.16
3052,0.08
3053,0.28
3054,0.0
3055,0.84
3056,0.92
3057,0.16
3058,0.0
3059,0.0
3060,0.12
3061,0.4
3062,0.16
3063,0.08
3064,0.44
3065,0.0
3066,0.0
3067,0.16
3068,0.0
3069,0.0
3070,0.04
3071,0.04
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.44
3077,0.56
3078,0.16
3079,0.0
3080,0.04
3081,0.52
3082,0.72
3083,0.04
3084,0.6
3085,0.84
3086,0.12
3087,0.0
3088,0.48
3089,0.0
3090,0.04
3091,0.04
3092,0.04
3093,0.36
3094,0.36
3095,0.08
3096,0.0
3097,0.68
3098,0.0
3099,0.84
3100,0.04
3101,0.44
3102,0.04
3103,0.04
3104,0.04
3105,0.08
3106,0.0
3107,0.0
3108,0.32
3109,0.52
3110,0.36
3111,0.0
3112,0.4
3113,0.0
3114,0.28
3115,0.64
3116,0.88
3117,0.0
3118,0.84
3119,0.0
3120,0.04
3121,0.6
3122,0.0
3123,0.04
3124,0.48
3125,0.6
3126,0.04
3127,0.0
3128,0.0
3129,0.04
3130,0.04
3131,1.0
3132,0.08
3133,0.04
3134,0.88
3135,0.0
3136,0.52
3137,0.08
3138,0.0
3139,0.32
3140,0.0
3141,0.44
3142,0.28
3143,0.0
3144,0.0
3145,0.0
3146,0.2
3147,0.64
3148,0.08
3149,0.0
3150,0.0
3151,0.48
3152,0.0
3153,0.0
3154,0.92
3155,0.0
3156,0.08
3157,0.0
3158,0.56
3159,0.08
3160,0.96
3161,0.12
3162,0.08
3163,0.6
3164,0.48
3165,0.0
3166,0.0
3167,0.2
3168,0.0
3169,0.36
3170,0.44
3171,0.72
3172,0.0
3173,0.84
3174,0.04
3175,0.0
3176,0.12
3177,0.04
3178,0.36
3179,0.0
3180,0.04
3181,0.0
3182,0.0
3183,0.16
3184,0.0
3185,0.12
3186,0.0
3187,0.08
3188,0.0
3189,0.32
3190,0.12
3191,0.56
3192,0.0
3193,0.0
3194,0.32
3195,0.32
3196,0.0
3197,0.16
3198,0.0
3199,0.2
3200,0.0
3201,0.24
3202,0.0
3203,0.36
3204,0.0
3205,0.36
3206,0.0
3207,0.0
3208,0.04
3209,0.0
3210,0.0
3211,0.08
3212,0.32
3213,0.68
3214,0.0
3215,0.0
3216,0.0
3217,0.64
3218,0.0
3219,0.0
3220,0.08
3221,0.08
3222,0.64
3223,0.12
3224,0.52
3225,0.76
3226,0.92
3227,0.4
3228,0.0
3229,0.4
3230,0.44
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.04
3237,0.12
3238,0.04
3239,0.56
3240,0.28
3241,0.4
3242,0.36
3243,0.08
3244,0.32
3245,0.0
3246,0.92
3247,0.56
3248,0.0
3249,0.0
3250,0.04
3251,0.0
3252,0.4
3253,0.92
3254,0.0
3255,0.0
3256,0.0
3257,0.2
3258,0.12
3259,0.24
3260,0.28
3261,0.0
3262,0.0
3263,0.16
3264,0.72
3265,0.0
3266,0.0
3267,0.28
3268,0.08
3269,0.72
3270,0.2
3271,0.68
3272,0.0
3273,0.76
3274,0.12
3275,0.24
3276,0.24
3277,0.08
3278,0.4
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.68
3284,0.28
3285,0.4
3286,0.0
3287,0.4
3288,0.04
3289,0.0
3290,0.24
3291,0.48
3292,0.0
3293,0.16
3294,0.04
3295,0.4
3296,0.0
3297,0.0
3298,0.52
3299,0.4
3300,0.28
3301,0.0
3302,0.0
3303,0.16
3304,0.36
3305,0.16
3306,0.64
3307,0.0
3308,0.16
3309,0.0
3310,0.92
3311,0.2
3312,0.04
3313,0.44
3314,0.04
3315,0.0
3316,0.0
3317,0.32
3318,0.0
3319,0.4
3320,0.0
3321,0.0
3322,0.92
3323,0.16
3324,0.72
3325,0.48
3326,0.0
3327,0.12
3328,0.92
3329,0.24
3330,0.52
3331,0.0
3332,0.16
3333,0.16
3334,0.04
3335,0.52
3336,0.0
3337,0.0
3338,0.0
3339,0.12
3340,0.24
3341,0.16
3342,0.0
3343,0.0
3344,0.96
3345,0.0
3346,0.64
3347,0.36
3348,0.0
3349,0.24
3350,0.56
3351,0.24
3352,0.4
3353,0.0
3354,0.16
3355,0.04
3356,0.0
3357,0.4
3358,0.2
3359,0.6
3360,0.0
3361,0.0
3362,0.0
3363,0.8
3364,0.28
3365,0.2
3366,0.64
3367,0.08
3368,0.04
3369,0.0
3370,0.36
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.72
3377,0.72
3378,0.92
3379,0.0
3380,0.48
3381,0.48
3382,0.0
3383,0.08
3384,0.0
3385,0.04
3386,0.04
3387,0.0
3388,0.2
3389,0.96
3390,0.76
3391,0.48
3392,0.2
3393,0.88
3394,0.16
3395,0.04
3396,0.52
3397,0.12
3398,0.0
3399,0.0
3400,0.0
3401,0.88
3402,0.0
3403,0.04
3404,0.28
3405,0.6
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.4
3411,0.0
3412,0.0
3413,0.08
3414,0.0
3415,0.2
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.16
3421,0.0
3422,0.64
3423,0.0
3424,0.56
3425,0.0
3426,0.08
3427,0.68
3428,0.44
3429,0.2
3430,0.0
3431,0.04
3432,0.0
3433,0.16
3434,0.6
3435,0.76
3436,0.0
3437,0.6
3438,0.0
3439,0.12
3440,0.44
3441,0.56
3442,0.08
3443,0.6
3444,0.12
3445,0.16
3446,0.16
3447,0.84
3448,0.2
3449,0.0
3450,0.56
3451,0.56
3452,0.0
3453,0.48
3454,0.0
3455,0.0
3456,0.32
3457,0.0
3458,1.0
3459,0.0
3460,0.12
3461,0.84
3462,0.52
3463,0.04
3464,0.0
3465,0.16
3466,0.72
3467,0.44
3468,0.16
3469,0.92
3470,0.12
3471,0.36
3472,0.08
3473,0.28
3474,0.2
3475,0.44
3476,0.0
3477,0.32
3478,0.0
3479,0.8
3480,0.0
3481,0.0
3482,0.0
3483,0.24
3484,0.12
3485,0.0
3486,0.16
3487,0.28
3488,0.0
3489,0.28
3490,0.04
3491,0.76
3492,0.0
3493,0.04
3494,0.28
3495,0.52
3496,0.88
3497,0.0
3498,0.2
3499,0.08
3500,0.0
3501,0.0
3502,0.08
3503,0.08
3504,0.08
3505,0.88
3506,0.0
3507,0.0
3508,0.56
3509,0.28
3510,0.72
3511,0.24
3512,0.0
3513,0.0
3514,0.0
3515,0.16
3516,0.0
3517,0.4
3518,0.44
3519,0.72
3520,0.0
3521,0.28
3522,0.04
3523,0.32
3524,0.0
3525,0.0
3526,0.0
3527,0.28
3528,0.28
3529,0.28
3530,0.0
3531,0.64
3532,0.2
3533,0.56
3534,0.36
3535,0.16
3536,0.28
3537,0.04
3538,0.56
3539,0.0
3540,0.0
3541,0.04
3542,0.0
3543,0.04
3544,0.08
3545,0.88
3546,0.44
3547,0.0
3548,0.0
3549,0.88
3550,0.0
3551,0.0
3552,0.08
3553,0.0
3554,0.68
3555,0.24
3556,0.32
3557,0.2
3558,0.0
3559,0.04
3560,0.0
3561,0.32
3562,0.64
3563,0.68
3564,0.24
3565,0.08
3566,0.16
3567,0.04
3568,0.04
3569,0.04
3570,0.28
3571,0.08
3572,0.24
3573,0.6
3574,0.2
3575,0.72
3576,0.0
3577,0.28
3578,0.0
3579,0.12
3580,0.0
3581,0.0
3582,0.24
3583,0.4
3584,0.04
3585,0.0
3586,0.4
3587,0.56
3588,0.0
3589,0.0
3590,0.6
3591,0.0
3592,0.36
3593,0.0
3594,0.48
3595,0.0
3596,0.16
3597,0.24
3598,0.2
3599,0.08
3600,0.16
3601,0.04
3602,0.84
3603,0.0
3604,0.0
3605,0.72
3606,0.08
3607,0.28
3608,0.72
3609,0.0
3610,0.32
3611,0.4
3612,0.08
3613,0.4
3614,0.04
3615,0.48
3616,0.6
3617,0.0
3618,0.0
3619,0.56
3620,0.08
3621,0.6
3622,0.0
3623,0.64
3624,0.0
3625,0.36
3626,0.0
3627,0.0
3628,0.0
3629,0.2
3630,0.6
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.52
3637,0.08
3638,0.0
3639,0.12
3640,0.28
3641,0.12
3642,0.56
3643,0.04
3644,0.0
3645,0.72
3646,0.0
3647,0.16
3648,0.0
3649,0.92
3650,0.12
3651,0.0
3652,0.0
3653,0.68
3654,0.0
3655,0.16
3656,0.52
3657,0.12
3658,0.0
3659,0.2
3660,0.32
3661,0.24
3662,0.0
3663,0.76
3664,0.0
3665,0.08
3666,0.0
3667,0.04
3668,0.08
3669,0.04
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.16
3678,0.04
3679,0.04
3680,0.92
3681,0.04
3682,0.0
3683,0.08
3684,0.0
3685,0.56
3686,0.4
3687,0.32
3688,0.0
3689,0.0
3690,0.0
3691,0.36
3692,0.92
3693,0.28
3694,0.36
3695,0.0
3696,0.12
3697,0.04
3698,0.08
3699,0.0
3700,0.0
3701,0.0
3702,0.0
3703,0.32
3704,0.72
3705,0.0
3706,0.0
3707,0.08
3708,0.28
3709,0.0
3710,0.32
3711,0.6
3712,0.84
3713,0.52
3714,0.56
3715,0.0
3716,0.6
3717,0.2
3718,0.44
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.04
3724,0.32
3725,0.0
3726,0.36
3727,0.8
3728,0.12
3729,0.0
3730,0.0
3731,0.32
3732,0.56
3733,0.4
3734,0.76
3735,0.0
3736,0.56
3737,0.16
3738,0.0
3739,0.0
3740,0.04
3741,0.32
3742,0.04
3743,0.0
3744,0.28
3745,0.04
3746,0.0
3747,0.0
3748,0.36
3749,0.0
3750,0.08
3751,0.0
3752,0.0
3753,0.0
3754,0.56
3755,0.0
3756,0.04
3757,0.0
3758,0.88
3759,0.6
3760,0.4
3761,0.08
3762,0.4
3763,0.08
3764,0.2
3765,0.88
3766,0.68
3767,0.8
3768,0.0
3769,0.8
3770,0.0
3771,0.0
3772,0.24
3773,0.0
3774,0.12
3775,0.32
3776,0.08
3777,0.0
3778,0.0
3779,0.84
3780,0.8
3781,0.4
3782,0.0
3783,0.72
3784,0.68
3785,0.04
3786,0.0
3787,0.0
3788,0.0
3789,0.0
3790,0.16
3791,0.0
3792,0.44
3793,0.04
3794,0.08
3795,0.2
3796,0.52
3797,0.44
3798,0.04
3799,0.32
3800,0.0
3801,0.0
3802,0.12
3803,0.96
3804,0.0
3805,0.4
3806,0.4
3807,0.8
3808,0.12
3809,0.04
3810,0.84
3811,0.0
3812,0.28
3813,0.08
3814,0.52
3815,0.48
3816,0.52
3817,0.0
3818,0.24
3819,0.6
3820,0.08
3821,0.04
3822,0.12
3823,0.08
3824,0.44
3825,0.0
3826,0.04
3827,0.6
3828,0.0
3829,0.32
3830,0.32
3831,0.0
3832,0.32
3833,0.24
3834,0.88
3835,0.0
3836,0.0
3837,0.24
3838,0.0
3839,0.16
3840,0.0
3841,0.0
3842,0.48
3843,0.04
3844,0.0
3845,0.64
3846,0.2
3847,0.0
3848,0.92
3849,0.04
3850,0.0
3851,0.36
3852,0.0
3853,0.08
3854,0.28
3855,0.0
3856,0.12
3857,0.0
3858,0.84
3859,0.04
3860,0.64
3861,0.52
3862,0.04
3863,0.04
3864,0.08
3865,0.2
3866,0.04
3867,0.0
3868,0.48
3869,0.0
3870,0.0
3871,0.0
3872,0.52
3873,0.32
3874,0.44
3875,0.28
3876,0.04
3877,0.0
3878,0.64
3879,0.96
3880,0.04
3881,0.0
3882,0.0
3883,0.0
3884,0.32
3885,0.12
3886,0.0
3887,1.0
3888,0.0
3889,0.52
3890,0.0
3891,0.0
3892,0.0
3893,0.0
3894,0.12
3895,0.0
3896,0.48
3897,0.28
3898,0.0
3899,0.04
3900,0.0
3901,0.44
3902,0.16
3903,0.0
3904,0.24
3905,0.0
3906,0.88
3907,0.88
3908,0.24
3909,0.36
3910,0.0
3911,0.0
3912,0.0
3913,0.2
3914,0.0
3915,0.0
3916,0.0
3917,0.16
3918,0.0
3919,0.0
3920,0.0
3921,0.0
3922,0.8
3923,0.76
3924,0.44
3925,0.2
3926,0.76
3927,0.04
3928,0.2
3929,0.0
3930,0.0
3931,0.44
3932,0.52
3933,0.64
3934,0.04
3935,0.8
3936,0.0
3937,0.28
3938,0.04
3939,0.72
3940,0.08
3941,0.04
3942,0.44
3943,0.2
3944,0.0
3945,0.84
3946,0.04
3947,0.12
3948,0.16
3949,0.04
3950,0.04
3951,0.68
3952,0.0
3953,0.12
3954,0.12
3955,0.12
3956,0.0
3957,0.04
3958,0.0
3959,0.28
3960,0.12
3961,0.64
3962,0.2
3963,0.0
3964,0.44
3965,0.24
3966,0.84
3967,0.16
3968,0.44
3969,0.08
3970,0.0
3971,0.84
3972,0.0
3973,0.32
3974,0.48
3975,0.8
3976,0.0
3977,0.44
3978,0.44
3979,0.36
3980,0.28
3981,0.36
3982,0.0
3983,0.04
3984,0.72
3985,0.88
3986,0.0
3987,0.68
3988,0.16
3989,0.56
3990,0.0
3991,0.64
3992,0.04
3993,0.48
3994,0.0
3995,0.76
3996,0.12
3997,0.48
3998,0.8
3999,0.32
4000,0.12
4001,0.48
4002,0.08
4003,0.0
4004,1.0
4005,0.0
4006,0.0
4007,0.0
4008,0.4
4009,0.16
4010,0.0
4011,0.4
4012,0.52
4013,0.0
4014,0.0
4015,0.32
4016,0.64
4017,0.0
4018,0.08
4019,0.48
4020,0.24
4021,0.32
4022,0.6
4023,0.6
4024,0.48
4025,0.08
4026,0.0
4027,0.0
4028,0.64
4029,0.12
4030,0.72
4031,0.16
4032,0.08
4033,0.0
4034,0.0
4035,0.16
4036,0.2
4037,0.0
4038,0.2
4039,0.04
4040,0.8
4041,0.0
4042,0.36
4043,0.4
4044,0.44
4045,0.04
4046,0.0
4047,0.6
4048,0.76
4049,0.0
4050,0.0
4051,0.64
4052,0.0
4053,0.24
4054,0.0
4055,0.0
4056,0.56
4057,0.04
4058,0.04
4059,0.0
4060,0.36
4061,0.4
4062,0.04
4063,0.0
4064,1.0
4065,1.0
4066,0.32
4067,0.08
4068,0.68
4069,0.0
4070,0.32
4071,0.64
4072,0.88
4073,0.0
4074,0.16
4075,0.0
4076,0.0
4077,0.0
4078,0.48
4079,0.16
4080,0.12
4081,0.0
4082,0.04
4083,0.0
4084,0.0
4085,0.76
4086,0.24
4087,0.0
4088,0.32
4089,0.8
4090,0.72
4091,0.0
4092,0.12
4093,0.24
4094,0.0
4095,0.04
4096,0.56
4097,0.08
4098,0.56
4099,0.2
4100,0.0
4101,0.0
4102,0.16
4103,0.2
4104,0.52
4105,0.0
4106,0.0
4107,0.0
4108,0.04
4109,0.0
4110,0.0
4111,0.48
4112,0.0
4113,0.0
4114,0.0
4115,0.28
4116,0.0
4117,0.0
4118,0.0
4119,0.04
4120,0.24
4121,0.4
4122,0.32
4123,0.08
4124,0.92
4125,0.0
4126,0.0
4127,0.0
4128,0.68
4129,0.0
4130,0.88
4131,0.12
4132,0.16
4133,0.0
4134,0.72
4135,0.08
4136,0.0
4137,0.24
4138,0.36
4139,0.28
