age,education-num,sex,capital-gain,capital-loss,hours-per-week,wage,marital_status_num,occupation_com_House_Services,occupation_com_Other,occupation_com_Professional,occupation_com_Specialty,occupation_com_Tech/sales,workclass_com_ Government,workclass_com_ Other,workclass_com_ Private,workclass_com_ Self-employed,cap_gain_binary,cap_loss_binary,gdp_pc
44,13,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
55,14,1,0,1977,40,1,1,0,0,1,0,0,0,0,1,0,0,1,41524.09
48,10,1,0,0,35,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
46,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
26,10,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
30,4,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
32,14,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
52,9,1,0,0,48,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
52,9,1,7298,0,50,1,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
39,9,1,0,0,47,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
57,13,1,0,1902,40,1,1,0,0,1,0,0,1,0,0,0,0,1,41524.09
21,9,1,594,0,40,0,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
22,10,1,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
26,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
26,10,1,0,0,40,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
44,11,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
42,10,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
40,10,1,0,0,43,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
22,7,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
62,9,1,0,0,45,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
44,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
18,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
33,2,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,13701.804500000002
45,9,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
32,10,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
33,16,1,0,0,60,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
68,9,1,0,0,20,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
61,4,1,0,0,50,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
48,16,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
45,9,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
36,9,1,7688,0,40,1,1,0,0,0,0,1,0,0,0,1,1,0,41524.09
32,9,1,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
35,13,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
53,4,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
30,10,1,0,0,16,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
37,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,12157.0215
40,13,1,0,0,45,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
25,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,7754.24265
41,9,1,0,0,60,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
52,9,1,0,0,98,1,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
33,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
28,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,9,1,7298,0,40,1,1,0,0,0,1,0,0,0,0,1,1,0,41524.09
53,10,1,0,0,55,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
44,2,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
35,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
38,10,1,0,0,58,0,0,0,0,0,1,0,0,0,1,0,0,0,12504.5225
34,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
24,10,1,0,0,45,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
65,9,1,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
29,12,1,0,0,60,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
39,15,1,99999,0,65,1,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
46,10,1,0,0,40,1,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
37,4,1,2580,0,60,0,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
47,14,1,0,0,47,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
62,10,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
54,9,1,0,0,60,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
90,10,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,12,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
57,10,1,0,1672,45,0,1,0,0,1,0,0,0,0,1,0,0,1,41524.09
25,12,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
44,10,1,0,0,50,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
52,13,1,0,0,50,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
31,9,1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
39,14,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,12504.5225
59,9,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
29,9,1,0,0,55,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
49,4,1,0,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,5,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
22,13,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
32,13,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,12173.16
39,9,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
46,14,1,0,0,60,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
50,9,1,3103,0,40,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
34,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,14,1,0,1902,55,0,1,0,0,1,0,0,1,0,0,0,0,1,41524.09
18,8,1,0,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
20,9,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
20,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
55,11,1,0,0,38,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
22,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
60,14,1,0,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
40,6,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
47,10,1,0,0,30,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
23,13,1,0,0,35,0,0,0,0,1,0,0,0,0,1,0,0,0,34365.786
57,9,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
52,7,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
42,4,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,12,1,0,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
49,9,1,0,2377,40,1,1,0,1,0,0,0,0,0,0,1,0,1,41524.09
41,10,1,0,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
40,11,1,0,0,30,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
38,13,1,0,0,55,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,34365.786
26,13,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
57,6,1,0,0,70,0,0,0,1,0,0,0,0,0,1,0,0,0,34025.8165
28,9,1,0,1628,60,0,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
42,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
28,10,1,2174,0,55,0,0,0,0,1,0,0,0,0,1,0,1,0,41524.09
17,5,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
39,5,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
28,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
42,9,1,4386,0,48,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
51,10,1,0,0,50,0,0,0,0,0,0,1,0,0,0,1,0,0,41524.09
27,10,1,0,0,39,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,9,1,0,0,43,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,13,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
54,10,1,10520,0,30,1,0,0,0,0,1,0,0,0,0,1,1,0,41524.09
73,9,1,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
49,9,1,0,0,30,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
47,14,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
27,10,1,0,0,49,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
42,13,1,0,0,45,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
32,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
32,9,1,0,0,41,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
27,14,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
29,9,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
22,11,1,0,0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
41,9,1,5178,0,40,1,1,0,1,0,0,0,1,0,0,0,1,0,41524.09
49,10,1,7298,0,40,1,1,1,0,0,0,0,1,0,0,0,1,0,41524.09
58,9,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
41,9,1,7688,0,40,1,1,0,0,0,1,0,0,0,0,1,1,0,41524.09
26,5,1,0,0,35,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
21,9,1,0,0,55,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
32,9,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
37,13,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
23,13,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
42,10,1,0,0,40,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
25,9,1,0,0,26,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
67,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,9,1,0,0,38,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
49,14,1,0,0,50,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
36,13,1,1506,0,45,0,0,0,0,1,0,0,0,0,1,0,1,0,12157.0215
18,7,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,3,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
43,15,1,0,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
38,16,1,99999,0,36,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
21,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,12157.0215
65,13,1,0,0,15,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
66,11,1,0,0,35,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
33,7,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
51,9,1,3411,0,38,0,1,0,1,0,0,0,0,0,1,0,1,0,41524.09
27,9,1,0,1740,40,0,1,0,0,0,1,0,0,0,0,1,0,1,41524.09
17,8,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
32,13,1,15024,0,45,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
61,9,1,0,0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
38,9,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,12492.097
43,10,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
40,16,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,16100.0
63,13,1,0,1740,35,0,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
76,10,1,0,0,20,1,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
42,12,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
43,13,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
76,14,1,0,0,30,1,1,0,0,1,0,0,0,0,0,1,0,0,12157.0215
41,15,1,0,2415,45,1,1,0,0,1,0,0,1,0,0,0,0,1,41524.09
17,6,1,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
30,9,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
30,13,1,0,0,50,0,0,0,0,1,0,0,0,0,1,0,0,0,11039.1745
22,10,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
53,13,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
28,9,1,0,0,52,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,11,1,3418,0,40,0,0,0,1,0,0,0,0,1,0,0,1,0,41524.09
24,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
47,6,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
34,11,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
26,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
63,13,1,0,0,56,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
25,11,1,0,0,75,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
28,13,1,0,0,45,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
36,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
24,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
51,13,1,0,0,35,0,1,0,0,1,0,0,0,0,0,1,0,0,16100.0
44,13,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
18,8,1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
54,10,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
61,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
51,13,1,0,0,45,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
43,4,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
51,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
50,9,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
27,9,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
24,10,1,0,0,30,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,20,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
52,13,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
57,4,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
49,10,1,0,0,60,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
42,13,1,0,0,35,0,1,0,1,0,0,0,0,0,0,1,0,0,12157.0215
22,7,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
38,10,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
21,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
39,13,1,0,1887,60,1,1,0,0,0,0,1,1,0,0,0,0,1,41524.09
52,10,1,0,0,35,0,0,0,0,1,0,0,0,0,0,1,0,0,41524.09
25,12,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,12492.097
35,10,1,0,0,80,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
50,11,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,25,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
48,13,1,0,0,45,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
30,10,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,34365.786
18,7,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
29,9,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
52,10,1,0,0,45,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
63,9,1,4064,0,40,0,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
36,14,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
24,10,1,0,0,42,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
30,12,1,0,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
23,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
35,9,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
21,13,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,10,1,0,0,43,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
20,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,29865.442000000006
21,10,1,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
42,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
21,10,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
51,10,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
27,13,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
23,9,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
57,10,1,0,1902,40,1,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
22,13,1,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
59,5,1,0,0,60,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
38,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
20,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
90,5,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
35,11,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,9,1,0,0,38,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
45,16,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
44,14,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
23,12,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,7,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
23,13,1,0,0,43,0,0,0,0,0,0,1,0,0,0,1,0,0,41524.09
39,10,1,0,0,40,0,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
19,10,1,0,0,55,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
54,10,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
40,14,1,0,0,43,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
44,10,1,0,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
31,10,1,0,0,20,1,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
25,5,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,5478.5869
33,13,1,0,0,32,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
32,9,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
36,6,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
47,10,1,0,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
80,14,1,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
35,10,1,0,0,60,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
77,14,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
30,9,1,5013,0,40,0,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
35,9,1,0,0,40,0,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
49,4,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
33,9,1,0,1740,25,0,1,0,1,0,0,0,0,0,1,0,0,1,41524.09
53,10,1,0,0,45,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
41,9,1,0,0,55,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
57,13,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,12504.5225
21,10,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
19,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,13,1,0,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
42,14,1,0,2001,60,0,0,0,1,0,0,0,1,0,0,0,0,1,41524.09
29,10,1,0,0,55,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
38,11,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
26,10,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,10,1,0,3004,60,1,0,0,0,0,1,0,0,0,1,0,0,1,12157.0215
40,10,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
36,16,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,41524.09
28,9,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,20,0,0,0,1,0,0,0,0,0,0,1,0,0,41524.09
42,9,1,0,0,60,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
32,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
32,12,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
37,3,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,56,0,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
49,13,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
28,9,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
24,5,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
19,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
31,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
40,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
29,4,1,0,0,30,0,0,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
59,9,1,0,0,48,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
52,12,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
27,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
45,13,1,0,0,45,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
58,13,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,12157.0215
53,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,12492.097
23,9,1,0,0,25,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
35,7,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
49,9,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
49,12,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
25,8,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
47,14,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
28,12,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
74,3,1,0,0,56,0,1,0,1,0,0,0,0,1,0,0,0,0,13701.804500000002
19,9,1,0,0,24,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
28,9,1,2580,0,40,0,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
31,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
61,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
30,11,1,0,0,53,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,34025.8165
35,4,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,12157.0215
23,13,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,30,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
19,9,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
30,14,1,0,0,45,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
34,9,1,0,0,45,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
49,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
35,10,1,0,2042,40,0,1,1,0,0,0,0,0,0,1,0,0,1,41524.09
38,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
36,9,1,0,0,20,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
33,9,1,0,0,48,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
54,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
19,9,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
18,6,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
60,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
